Label,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8
2,0.07008931,-0.0427846,0.30474746,0.4110245,0.8818903,0.7367269,0.482793,-0.062756
1,0.1618716,0.22500652,-0.29099178,0.36708933,-0.14421938,-0.049501583,-0.11732741,0.22151643
2,0.5246528,0.43705052,-0.09161037,0.34925127,0.6732615,0.8488897,-0.002697915,-0.053634226
2,0.53608584,0.8854408,0.17997463,-0.06418514,0.011671245,0.65268344,0.0594635,0.080709904
2,0.3913199,0.3565951,0.17456727,0.20593117,0.114509106,-0.089696854,0.06963655,-0.028283894
2,0.000295222,0.51983166,0.598978,0.15004012,0.086117715,-0.07509917,0.42114705,0.6468489
1,0.03676884,0.42083806,-0.016046166,0.15585777,0.113722436,0.6355245,0.118203305,0.6467071
1,0.6659367,0.12605675,0.11333528,-0.043675244,0.20762584,0.6750707,0.43828014,0.3913527
1,-0.23692824,0.018721625,0.022541419,0.6980865,-0.020385295,0.40154546,0.051035926,0.6970069
2,0.6195456,0.28604576,0.6993232,0.1550738,0.41466781,0.2648223,0.49495474,0.72269464
2,0.12826446,-0.06453785,-0.057127327,0.23904276,0.78772783,0.16780198,0.8585,0.10369986
2,0.08451849,0.7439705,0.012205869,0.62390727,0.41176,0.394765,0.8599795,0.3580753
2,0.7351873,0.23868236,0.34122333,0.48240837,0.004821837,0.31671557,0.40899044,0.5986577
2,0.15247999,0.6108629,0.81138897,-0.05148703,0.56137,0.5849312,0.41519886,0.41001567
2,-0.07795134,0.62402904,0.33099377,-0.04526055,-0.06041351,-0.024085134,-0.044113874,0.06651747
1,0.014328226,0.6956383,0.57428575,0.004558161,-0.004905701,-0.24340747,0.636695,0.4597674
2,-0.08135146,0.5458561,0.8306403,0.52615714,0.73005235,0.08907011,0.6071406,0.60602
2,0.6342704,0.036005527,0.082600445,0.32727468,0.10870841,-0.098255664,0.73887444,0.83793086
3,1.0971336,0.88044786,0.3990959,0.4653085,0.62652224,1.0383044,0.3636792,0.29466224
3,0.78637564,1.0479219,0.51576865,0.95479643,0.21181798,1.0016026,0.30091888,0.59655035
3,0.8252503,0.49589157,0.9939767,0.34192368,0.44759887,0.4335665,0.68307793,0.42161575
1,0.67043597,0.58705354,0.4869299,0.5725414,0.16568375,0.057163447,0.022546247,0.6395615
3,0.28491646,0.75334007,0.21933386,1.0923359,0.46247792,0.7353901,0.5860507,0.12076497
3,0.17706841,0.979474,0.12418759,0.38099784,0.32635584,0.8121581,0.23758474,0.21362415
2,0.74006957,0.6552099,0.33284903,0.8655294,0.6822306,0.10490653,0.8077924,0.19324324
1,0.6160896,0.5138342,0.1822381,-0.24139486,0.23225018,-0.1277435,0.62228304,-0.2839976
3,0.8448258,0.8329144,0.13341364,0.3585866,0.855873,0.42683393,0.6754683,0.60600954
2,-0.09367561,0.5894381,0.56069773,-0.025228232,0.6349567,0.2520596,0.71512413,0.3824767
1,0.24647054,-0.08061294,0.5711095,0.6144273,-0.21545656,-0.23076533,0.027781442,0.26996106
1,-0.024139911,-0.28153676,0.04722379,0.5519311,0.058714777,-0.08964659,0.56894785,0.092758946
2,0.4086257,0.48148298,0.89933693,0.006015122,0.29006106,0.17622112,0.6627648,0.8014681
2,0.54691094,0.74131787,-0.021122515,0.030178487,0.14348102,-0.05022651,0.88790494,0.27581254
3,1.0721009,0.93039846,0.74837095,1.064179,1.0308052,0.28591198,0.21990317,0.39960825
2,-0.005082041,0.05439329,0.23072335,0.35034433,0.105823964,0.24219778,0.8713499,0.20649844
3,0.2850147,0.54045546,0.92932606,0.69488835,0.25166255,0.2830754,0.56542957,0.7808705
3,0.2280533,0.24568161,0.87498224,0.39745033,0.9640262,1.0829022,0.5137381,0.99684703
2,0.6323388,0.44444674,0.5506778,0.7134249,0.886112,-0.009547174,0.6886748,0.5678468
3,0.3730818,0.29656667,0.7354939,0.8366797,0.25882867,1.0369827,0.24877977,0.9028903
3,1.0672894,0.4772125,0.77873594,0.5652956,0.5987494,0.3499347,0.5572688,1.0918498
1,0.41256407,0.49746764,-0.009632841,0.047821105,-0.2633937,0.008976951,0.4798373,-0.060988948
3,0.35031596,0.47158974,0.55434346,0.8388732,0.9062135,0.58381575,0.5360006,0.2923478
2,-0.00685066,0.2913736,0.886853,0.7379996,0.04867056,-0.038864136,-0.05245489,0.34644872
2,0.78362453,0.16704324,-0.054302633,0.30074313,0.2561562,0.89426214,0.83652616,-0.023889214
3,0.5567076,1.0252607,0.25996038,0.42651695,1.0568424,1.0198176,0.27493092,0.99846387
2,0.3810137,0.12841615,0.47099897,0.09492019,-0.07070503,0.20640162,0.6656308,0.26411945
2,0.0670737,0.77456445,0.54879713,0.1292313,0.20027599,0.49015757,0.6893424,0.79621273
3,0.81635433,0.9495728,0.11543357,0.5600813,0.902347,0.83010274,0.7134366,1.079293
1,0.02434349,0.46663243,0.1345312,-0.23296462,0.3630687,-0.049793288,0.3298353,0.26653144
1,0.64863557,0.3887044,-0.06225173,0.43929577,0.3351123,0.69203675,0.09378589,0.4694525
1,-0.07841797,-0.07252367,0.3249847,0.2698028,0.23717451,-0.23937033,0.64784974,0.15857661
1,0.115867026,-0.27906758,0.12606916,0.54089624,0.2814836,-0.24999799,-0.2606855,0.14128734
2,0.06594506,3.83E-05,0.11149573,0.29859042,0.499396,0.63374454,0.272125,0.74070686
1,0.43421957,0.6770586,-0.085539475,-0.27660322,-0.23370458,-0.26710546,0.2285564,0.091854565
3,0.7421024,0.8545407,0.3294579,0.47390154,0.21918565,0.30449212,0.30131572,0.3139683
2,0.69196343,0.007739306,0.007220805,0.08774626,0.59998125,0.09382495,0.29454973,0.12784085
3,1.0900506,0.92299163,0.7280804,0.99124014,0.29767781,0.79646766,0.95312136,0.31363022
2,0.7344305,0.29247025,0.854637,0.29317462,0.21233988,0.089629024,0.19818538,0.29721212
3,0.46802917,0.8920436,1.0808527,0.10700366,0.29727474,0.48542774,0.28814554,0.68016165
3,0.20028758,0.64647335,0.37707734,0.12063557,0.7288471,0.9384546,0.4634804,0.6385058
2,0.023736268,0.6508622,0.4568629,0.43299025,0.42078018,0.80555546,0.62297404,0.26688522
3,0.6909621,0.4987888,0.89539945,1.0175917,0.9895609,0.40276912,0.6070783,0.1265206
2,0.5885615,0.883047,0.5257169,0.14265266,0.60309464,0.51751614,0.8635001,0.6528338
3,0.30444074,0.913795,0.8636232,0.21618244,0.12969425,0.87383413,0.7207661,0.27444914
2,0.029883772,0.7350389,0.17126335,-0.024702728,0.1840296,0.7303895,0.46392965,0.49718347
1,0.6375681,-0.11730422,0.35691243,0.67430824,0.21355726,0.30232647,0.10265727,0.37491894
2,0.843146,0.7810836,-0.052232385,0.83934677,0.46949017,0.6679464,0.13839856,0.41853333
2,-0.042125136,0.37477964,0.26909453,-0.078434646,0.19682567,0.61511177,0.5564192,0.27719456
1,-0.13546602,0.3132642,0.3990174,0.4953274,0.378723,-0.19408883,0.13614331,-0.27406806
2,-0.089755535,0.13013253,0.20023769,0.0612967,0.61352515,0.25477532,0.11837524,0.5776201
1,0.2985823,-0.10946299,-0.034451246,0.20331694,0.53689873,0.46549624,-0.022700742,0.2060548
1,0.5122783,0.6160028,0.58587015,0.64180064,0.017889023,-0.1636373,0.110844806,-0.0618767
1,0.5564415,-0.1521814,-0.09763937,0.64185643,0.20320344,0.24355823,-0.10219158,-0.071845904
1,-0.047147438,0.5965782,0.46125454,-0.28568077,0.5031901,0.31920558,0.121746294,-0.24216308
1,0.62593293,0.36121702,0.47636545,0.63352114,0.21802817,-0.12733181,0.6835074,0.323865
1,0.38426787,-0.23155619,0.6122435,-0.13612501,0.4504519,0.17540182,-0.006879434,0.061933786
2,-0.008995146,0.55672586,0.58733356,0.62199056,0.20550853,0.5087446,0.37709543,-0.0755533
2,0.2611493,0.69795907,0.012812704,0.16666454,0.42005438,0.1600521,0.84970516,0.3849119
2,0.18528931,0.8229203,0.5297904,-0.07030755,0.8583491,0.7793385,0.33362907,0.41354054
1,0.07615734,-0.21102242,-0.15387376,-0.014147311,0.42119867,0.14125632,-0.21059589,0.030741438
2,0.39932397,0.103942394,0.25570852,0.06762084,0.3564257,0.39358148,0.46319154,0.52235806
3,1.0971165,0.5176034,0.64838946,0.7521914,0.31416988,0.36554003,0.9984956,0.1078313
2,0.80001104,-0.038687587,0.5983768,0.7079952,0.18836145,0.69196796,0.3490343,0.000938088
3,0.56335044,0.17529663,0.17676046,0.7715564,0.27726045,0.28931296,0.9589411,0.5503812
1,-0.07880221,-0.18233155,0.16649464,-0.16379105,0.16650093,0.035991,-0.24656747,0.13651264
1,0.31132087,0.42396593,0.5748077,0.58058625,0.087357156,0.4133674,-0.29775715,-0.11060695
1,0.40273428,0.3913288,0.615581,0.26374054,0.41858655,0.055487618,0.25811237,-0.20015888
2,0.6491455,0.2255601,0.14034292,0.2590765,0.69325036,0.6637887,0.8845705,0.5772978
3,1.0725188,0.86380213,0.6948115,0.46238583,0.85456264,0.95184886,0.7960308,0.93771344
2,-0.03933859,0.48276415,0.58793944,0.26339304,0.5693135,0.8878674,0.81988394,0.056206763
3,0.46538857,0.75745726,0.49908194,0.21100703,0.6780966,0.4666598,0.88892955,0.4042871
1,0.55559427,-0.04775563,0.6307156,-0.18898092,0.59601575,0.4100594,0.52320457,-0.27027595
2,0.57461756,0.24034849,0.83676624,-0.036267877,0.76770973,0.7808731,0.8785155,0.39745098
2,0.759122,0.28575242,0.5562466,0.15247554,0.3391926,0.5370436,-0.09526372,0.51918197
1,0.19108091,0.5615118,-0.114294454,-0.07184832,0.27345628,0.15027553,0.44089627,0.5404365
2,0.34625658,0.84964234,0.5867484,0.8778801,0.44018847,0.53958946,0.46227646,0.14526635
3,0.92228615,0.40165645,0.88974756,0.6182088,0.23249158,0.18064564,0.9495828,1.0298076
3,0.554706,0.70311874,0.9130518,0.393672,0.2062828,0.3768338,0.7902189,0.4321237
1,-0.060114607,0.14646587,0.46689224,0.18649068,0.02283585,-0.27272677,-0.00459595,0.23225889
2,0.73032856,0.78124195,0.745564,-0.08334288,0.5901991,0.09392625,0.7211853,0.08245012
1,-0.069907025,0.6728721,0.42902026,-0.19494008,0.078568876,0.3436488,0.23174086,-0.013809651
1,0.4724173,-0.14741541,0.5433596,0.109914675,-0.012338802,-0.0919352,0.17137726,0.02239108
3,0.1489661,0.4357955,1.0788206,0.8624743,0.32280478,0.7002327,0.632837,0.11925429
1,-0.22702925,0.13804883,0.6129197,0.31912553,0.17248668,0.62383264,0.6593082,0.16012591
2,0.33919197,0.034825474,-0.032103002,0.023243427,0.8547498,-0.06335449,0.6899554,0.42298678
2,0.6044491,0.3204139,0.49358076,0.5374991,0.44527987,0.26780802,0.29512575,0.6722193
3,0.438705,0.56761867,0.8500674,0.2287876,0.672223,0.4593146,0.69508326,0.5587701
3,0.42439815,0.2532918,0.78009796,1.019527,0.5506065,0.9275353,0.94881326,0.13218531
1,0.4309035,0.62572265,0.08104565,0.6421751,0.6725189,0.39981797,-0.07944162,0.5283879
2,0.35498476,0.3354716,0.79276896,0.44511166,0.123999774,0.6002674,-0.022821993,0.52060324
3,0.7091842,0.4104044,0.66260254,0.8085824,0.62816024,0.59597975,0.288504,0.5655573
2,0.5995764,0.6849222,0.86980736,0.6660455,0.6886859,0.41309458,0.080242395,0.5642222
3,0.56560904,0.49652994,0.59509975,0.15024939,1.0082293,0.8438351,0.8604742,0.2400985
1,0.65537256,0.4792865,0.62929195,0.6798305,0.54234886,0.53000325,0.53502804,-0.060370967
3,0.7249631,0.12232116,0.49756247,0.98506594,0.8536711,0.60696167,0.43012297,0.620982
1,0.32903302,0.3889393,0.34678572,0.07967438,0.06486927,0.25977755,0.55377084,0.311569
1,0.19740751,0.25893483,0.10217516,0.5187674,0.6481082,0.08806173,0.17268121,-0.06686856
3,0.54040307,0.81974596,1.0425733,0.23980418,1.0310175,0.6490569,0.8913137,0.6552793
2,0.34893417,0.48054308,0.54285884,0.8881381,0.6201264,0.28724727,0.60036933,0.031441182
2,0.2765128,0.47569817,0.3144172,0.26951444,0.026059687,0.13077986,0.5059299,0.23762053
3,0.41960576,0.9061957,0.17421296,0.109500736,0.5123848,0.62053967,0.92069083,0.98972
3,0.20089242,0.58922887,0.85792184,0.19772884,0.6883607,0.90959,1.0178764,0.5048367
1,0.28121454,0.2092694,0.5388084,-0.2850721,-0.18160193,0.516667,0.6369026,-0.2038316
2,0.17185362,-0.029111385,0.49368626,0.61179346,0.43387428,0.49339694,0.7683627,0.37170795
